model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
41,41_trigger,,11,0.051104993840229235,98.37198929527207,8822,8968
73,73_trigger,,11,0.06611261008362171,97.52453166815343,8746,8968
51,51_trigger,,11,0.050656942192076254,98.27163247100803,8813,8968
74,74_trigger,,11,0.10098179272915188,95.528545941124,8567,8968
global,combine,,11,5.9451907546684,0.9924174843889385,89,8968
global,global_in_41_trigger,,11,5.9451905955808915,0.9924174843889385,89,8968
global,global_in_73_trigger,,11,5.945190655132365,0.9924174843889385,89,8968
global,global_in_51_trigger,,11,5.9451906585353065,0.9924174843889385,89,8968
global,global_in_74_trigger,,11,5.945190720638986,0.9924174843889385,89,8968
41,41_trigger,,12,0.025750292123763313,98.97413024085637,8876,8968
73,73_trigger,,12,0.04004107392450738,98.56155218554862,8839,8968
51,51_trigger,,12,0.07792482829140125,97.06735057983943,8705,8968
74,74_trigger,,12,0.030645667684757145,98.80686886708297,8861,8968
global,combine,,12,5.756860932955031,1.9625334522747548,176,8968
global,global_in_41_trigger,,12,5.756860907432971,1.9625334522747548,176,8968
global,global_in_73_trigger,,12,5.756860897224147,1.9625334522747548,176,8968
global,global_in_51_trigger,,12,5.7568608606425276,1.9625334522747548,176,8968
global,global_in_74_trigger,,12,5.756860934656502,1.9625334522747548,176,8968
41,41_trigger,,13,0.0020577425423679,99.95539696699376,8964,8968
73,73_trigger,,13,0.011793164213755666,99.52051739518288,8925,8968
51,51_trigger,,13,0.020293316806468824,99.16369313113292,8893,8968
74,74_trigger,,13,0.009771857094369625,99.5093666369313,8924,8968
global,combine,,13,4.393982994035351,5.95450490633363,534,8968
global,global_in_41_trigger,,13,4.39398295958057,5.95450490633363,534,8968
global,global_in_73_trigger,,13,4.39398299063241,5.95450490633363,534,8968
global,global_in_51_trigger,,13,4.393982898327626,5.95450490633363,534,8968
global,global_in_74_trigger,,13,4.39398293958829,5.95450490633363,534,8968
41,41_trigger,,14,0.00237210005831388,99.89964317573595,8959,8968
73,73_trigger,,14,0.01789592297375583,99.28635147190009,8904,8968
51,51_trigger,,14,0.029135241404182093,98.88492417484389,8868,8968
74,74_trigger,,14,0.00888689670615961,99.60972346119536,8933,8968
global,combine,,14,2.7263026909568713,23.082069580731492,2070,8968
global,global_in_41_trigger,,14,2.726302727113123,23.082069580731492,2070,8968
global,global_in_73_trigger,,14,2.726302680535363,23.082069580731492,2070,8968
global,global_in_51_trigger,,14,2.7263027309414323,23.082069580731492,2070,8968
global,global_in_74_trigger,,14,2.7263027266877553,23.082069580731492,2070,8968
41,41_trigger,,15,0.012073031283848248,99.5093666369313,8924,8968
73,73_trigger,,15,0.01891309544386447,99.24174843889384,8900,8968
51,51_trigger,,15,0.03011093781494864,98.89607493309545,8869,8968
74,74_trigger,,15,0.005869993649307953,99.77698483496877,8948,8968
global,combine,,15,2.103154733923266,41.603479036574484,3731,8968
global,global_in_41_trigger,,15,2.1031547362627885,41.603479036574484,3731,8968
global,global_in_73_trigger,,15,2.1031547468969802,41.603479036574484,3731,8968
global,global_in_51_trigger,,15,2.1031547856054384,41.603479036574484,3731,8968
global,global_in_74_trigger,,15,2.103154759392156,41.603479036574484,3731,8968
41,41_trigger,,16,0.03830984688549146,98.82917038358609,8863,8968
73,73_trigger,,16,0.027850150482336276,99.08563782337198,8886,8968
51,51_trigger,,16,0.022433397268620536,99.1971454058876,8896,8968
74,74_trigger,,16,0.0051927355866824,99.78813559322035,8949,8968
global,combine,,16,1.0913048249924429,68.80017841213203,6170,8968
global,global_in_41_trigger,,16,1.0913048138265413,68.80017841213203,6170,8968
global,global_in_73_trigger,,16,1.0913048136138577,68.80017841213203,6170,8968
global,global_in_51_trigger,,16,1.0913048205260822,68.80017841213203,6170,8968
global,global_in_74_trigger,,16,1.091304829884171,68.80017841213203,6170,8968
41,41_trigger,,17,0.011117504372120064,99.53166815343444,8926,8968
73,73_trigger,,17,0.01570839741162286,99.3421052631579,8909,8968
51,51_trigger,,17,0.02160610149522158,99.1971454058876,8896,8968
74,74_trigger,,17,0.005849310436496708,99.77698483496877,8948,8968
global,combine,,17,0.9312795310228877,74.68777876895629,6698,8968
global,global_in_41_trigger,,17,0.9312795268755529,74.68777876895629,6698,8968
global,global_in_73_trigger,,17,0.931279521505286,74.68777876895629,6698,8968
