model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,14,0.03646920942598398,99.01873327386262,8880,8968
global,global_in_73_trigger,,14,0.03646920983941362,99.01873327386262,8880,8968
global,global_in_74_trigger,,14,0.03646920940279369,99.01873327386262,8880,8968
global,global_in_41_trigger,,14,0.03646920984012697,99.01873327386262,8880,8968
global,global_in_51_trigger,,14,0.03646920972473291,99.01873327386262,8880,8968
73,73_trigger,,15,0.015030289233713396,99.52051739518288,8925,8968
74,74_trigger,,15,0.002904741438335019,99.88849241748439,8958,8968
41,41_trigger,,15,0.026027591057653954,99.18599464763605,8895,8968
51,51_trigger,,15,0.009088252738056465,99.69892952720785,8941,8968
global,combine,,15,0.02883453096346476,99.07448706512044,8885,8968
global,global_in_73_trigger,,15,0.028834530281796247,99.07448706512044,8885,8968
global,global_in_74_trigger,,15,0.028834530183630656,99.07448706512044,8885,8968
global,global_in_51_trigger,,15,0.028834530511404513,99.07448706512044,8885,8968
global,global_in_41_trigger,,15,0.028834530053275558,99.07448706512044,8885,8968
73,73_trigger,,16,0.019405404569893356,99.3978590544157,8914,8968
74,74_trigger,,16,0.0018392925152793723,99.93309545049064,8962,8968
51,51_trigger,,16,0.009210081014167043,99.71008028545941,8942,8968
41,41_trigger,,16,0.01846001360407928,99.43131132917038,8917,8968
global,combine,,16,0.020503214195869937,99.38670829616414,8913,8968
global,global_in_74_trigger,,16,0.020503214685811733,99.38670829616414,8913,8968
global,global_in_41_trigger,,16,0.02050321484014349,99.38670829616414,8913,8968
global,global_in_51_trigger,,16,0.020503214390860003,99.38670829616414,8913,8968
global,global_in_73_trigger,,16,0.020503214198336363,99.38670829616414,8913,8968
74,74_trigger,,17,0.0027854529643611737,99.88849241748439,8958,8968
41,41_trigger,,17,0.01885862212951781,99.44246208742194,8918,8968
51,51_trigger,,17,0.0050983038787665216,99.82158786797503,8952,8968
73,73_trigger,,17,0.019750665253261177,99.43131132917038,8917,8968
global,combine,,17,0.011969914928654407,99.64317573595004,8936,8968
global,global_in_51_trigger,,17,0.011969914940800136,99.64317573595004,8936,8968
global,global_in_73_trigger,,17,0.011969914974919067,99.64317573595004,8936,8968
global,global_in_41_trigger,,17,0.01196991530700874,99.64317573595004,8936,8968
global,global_in_74_trigger,,17,0.011969914691149925,99.64317573595004,8936,8968
51,51_trigger,,18,0.005914903445541054,99.7992863514719,8950,8968
73,73_trigger,,18,0.015208734406836849,99.57627118644068,8930,8968
41,41_trigger,,18,0.01662928695574438,99.53166815343444,8926,8968
74,74_trigger,,18,0.002577999452853571,99.89964317573595,8959,8968
global,combine,,18,0.02378069924567783,99.24174843889384,8900,8968
global,global_in_51_trigger,,18,0.023780699274987736,99.24174843889384,8900,8968
global,global_in_73_trigger,,18,0.02378069922298833,99.24174843889384,8900,8968
global,global_in_74_trigger,,18,0.02378069962181839,99.24174843889384,8900,8968
global,global_in_41_trigger,,18,0.02378069884641967,99.24174843889384,8900,8968
51,51_trigger,,19,0.004949586635646838,99.82158786797503,8952,8968
73,73_trigger,,19,0.018647456973514498,99.42016057091882,8916,8968
74,74_trigger,,19,0.0010332650628404694,99.93309545049064,8962,8968
41,41_trigger,,19,0.014833438637449022,99.57627118644068,8930,8968
global,combine,,19,0.012542370542643805,99.63202497769849,8935,8968
global,global_in_74_trigger,,19,0.012542370463809844,99.63202497769849,8935,8968
global,global_in_51_trigger,,19,0.012542370206568069,99.63202497769849,8935,8968
global,global_in_41_trigger,,19,0.012542370499208335,99.63202497769849,8935,8968
global,global_in_73_trigger,,19,0.012542370540343701,99.63202497769849,8935,8968
74,74_trigger,,20,0.0003196121658284439,99.98884924174844,8967,8968
51,51_trigger,,20,0.0010143972961702968,99.95539696699376,8964,8968
41,41_trigger,,20,0.017623028323083354,99.53166815343444,8926,8968
73,73_trigger,,20,0.01764368858750684,99.44246208742194,8918,8968
global,combine,,20,0.01499964999902537,99.52051739518288,8925,8968
global,global_in_41_trigger,,20,0.01499965021917258,99.52051739518288,8925,8968
global,global_in_74_trigger,,20,0.014999650208300425,99.52051739518288,8925,8968
global,global_in_73_trigger,,20,0.014999650190110125,99.52051739518288,8925,8968
global,global_in_51_trigger,,20,0.014999649758990976,99.52051739518288,8925,8968
41,41_trigger,,21,0.01297513665835494,99.57627118644068,8930,8968
74,74_trigger,,21,0.0013105264223362413,99.93309545049064,8962,8968
73,73_trigger,,21,0.01864954999654337,99.45361284567352,8919,8968
51,51_trigger,,21,0.00022056655562222372,99.98884924174844,8967,8968
global,combine,,21,0.009149159924020597,99.68777876895629,8940,8968
global,global_in_73_trigger,,21,0.009149159589663626,99.68777876895629,8940,8968
global,global_in_41_trigger,,21,0.009149159400260518,99.68777876895629,8940,8968
global,global_in_74_trigger,,21,0.009149159640189338,99.68777876895629,8940,8968
global,global_in_51_trigger,,21,0.009149159886512916,99.68777876895629,8940,8968
73,73_trigger,,22,0.01566971898043337,99.52051739518288,8925,8968
41,41_trigger,,22,0.008721526527302468,99.71008028545941,8942,8968
74,74_trigger,,22,0.0024285612972879756,99.88849241748439,8958,8968
51,51_trigger,,22,0.0002467452085149259,99.98884924174844,8967,8968
global,combine,,22,0.01453505931327664,99.52051739518288,8925,8968
global,global_in_41_trigger,,22,0.014535059522239843,99.52051739518288,8925,8968
global,global_in_51_trigger,,22,0.014535059019606196,99.52051739518288,8925,8968
global,global_in_74_trigger,,22,0.014535059048097477,99.52051739518288,8925,8968
global,global_in_73_trigger,,22,0.014535059178117087,99.52051739518288,8925,8968
41,41_trigger,,23,0.00787774454077289,99.72123104371097,8943,8968
51,51_trigger,,23,9.439814175175713e-05,100.0,8968,8968
74,74_trigger,,23,0.0024063971373373028,99.89964317573595,8959,8968
73,73_trigger,,23,0.014062613946561863,99.57627118644068,8930,8968
global,combine,,23,0.00408424231371471,99.83273862622659,8953,8968
global,global_in_51_trigger,,23,0.004084242481724004,99.83273862622659,8953,8968
global,global_in_41_trigger,,23,0.004084242528483395,99.83273862622659,8953,8968
global,global_in_74_trigger,,23,0.004084242509292681,99.83273862622659,8953,8968
global,global_in_73_trigger,,23,0.0040842424314944505,99.83273862622659,8953,8968
51,51_trigger,,24,0.003071177354508495,99.86619090098127,8956,8968
41,41_trigger,,24,0.009279238364956614,99.69892952720785,8941,8968
74,74_trigger,,24,0.0038129916273408155,99.86619090098127,8956,8968
73,73_trigger,,24,0.013090667524725189,99.58742194469224,8931,8968
global,combine,,24,0.016156591915161136,99.48706512042818,8922,8968
global,global_in_41_trigger,,24,0.016156591793039365,99.48706512042818,8922,8968
global,global_in_73_trigger,,24,0.016156592020624794,99.48706512042818,8922,8968
global,global_in_74_trigger,,24,0.01615659263084057,99.48706512042818,8922,8968
global,global_in_51_trigger,,24,0.016156591855216024,99.48706512042818,8922,8968
41,41_trigger,,25,0.010668749224428386,99.68777876895629,8940,8968
73,73_trigger,,25,0.013763152252057062,99.55396966993756,8928,8968
74,74_trigger,,25,1.4419071299721234e-06,100.0,8968,8968
51,51_trigger,,25,0.004026251117245807,99.83273862622659,8953,8968
global,combine,,25,0.0044662911881951034,99.82158786797503,8952,8968
global,global_in_73_trigger,,25,0.004466291096535217,99.82158786797503,8952,8968
global,global_in_74_trigger,,25,0.004466291334553596,99.82158786797503,8952,8968
global,global_in_41_trigger,,25,0.0044662911024586464,99.82158786797503,8952,8968
global,global_in_51_trigger,,25,0.004466291071399828,99.82158786797503,8952,8968
