model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
41,41_trigger,,11,0.931756005555152,62.83452274754683,5635,8968
73,73_trigger,,11,1.0341667834931882,45.10481712756467,4045,8968
51,51_trigger,,11,0.7824812593149565,62.62265834076717,5616,8968
74,74_trigger,,11,0.2281355750709639,89.48483496877788,8025,8968
global,combine,,11,5.587542940951372,0.9812667261373774,88,8968
global,global_in_41_trigger,,11,5.939044054866794,0.7805530776092774,70,8968
global,global_in_73_trigger,,11,5.898643385183588,0.7805530776092774,70,8968
global,global_in_51_trigger,,11,5.9009015898317445,0.8028545941123997,72,8968
global,global_in_74_trigger,,11,5.533010268828148,1.0035682426404995,90,8968
41,41_trigger,,12,1.1251596481432136,33.99866190900981,3049,8968
73,73_trigger,,12,0.9996138333104531,39.55173951828724,3547,8968
51,51_trigger,,12,0.8030393182114763,55.218554861730595,4952,8968
74,74_trigger,,12,0.14575871390545614,93.39875111507583,8376,8968
global,combine,,12,5.947675657740243,0.8363068688670829,75,8968
global,global_in_41_trigger,,12,6.467451472882178,0.5575379125780553,50,8968
global,global_in_73_trigger,,12,6.418148390849077,0.6021409455842998,54,8968
global,global_in_51_trigger,,12,6.398331042807832,0.5686886708296164,51,8968
global,global_in_74_trigger,,12,5.880251987399426,0.9143621766280107,82,8968
41,41_trigger,,13,0.8410420636318285,56.23327386262266,5043,8968
73,73_trigger,,13,0.9074971448301099,49.163693131132916,4409,8968
51,51_trigger,,13,0.6769974774063751,65.6556645851918,5888,8968
74,74_trigger,,13,0.09812227751557898,95.68465655664585,8581,8968
global,combine,,13,5.367230231160037,1.0258697591436219,92,8968
global,global_in_41_trigger,,13,5.971860359865677,0.6132917038358608,55,8968
global,global_in_73_trigger,,13,5.914453551133332,0.6801962533452275,61,8968
global,global_in_51_trigger,,13,5.8820196444386355,0.6690454950936664,60,8968
global,global_in_74_trigger,,13,5.325182049110678,1.1150758251561106,100,8968
41,41_trigger,,14,1.1477470172504354,36.61909009812667,3284,8968
73,73_trigger,,14,0.47587444402616436,88.03523639607494,7895,8968
51,51_trigger,,14,0.3021155588867194,90.81177520071365,8144,8968
74,74_trigger,,14,0.10016968522559815,95.55084745762711,8569,8968
global,combine,,14,4.806399008506754,1.5388046387154326,138,8968
global,global_in_41_trigger,,14,5.615296840667725,0.7582515611061552,68,8968
global,global_in_73_trigger,,14,5.5422672804288835,0.8140053523639607,73,8968
global,global_in_51_trigger,,14,5.478711762883427,0.8586083853702051,77,8968
global,global_in_74_trigger,,14,4.791947832286199,1.5834076717216772,142,8968
41,41_trigger,,15,1.0802617999297184,35.39250669045495,3174,8968
73,73_trigger,,15,0.5270287123617585,80.45272078501338,7215,8968
51,51_trigger,,15,0.15793309631249822,94.99330954504906,8519,8968
74,74_trigger,,15,0.11807574685347283,94.64763603925067,8488,8968
global,combine,,15,5.20941045813854,1.1708296164139163,105,8968
global,global_in_41_trigger,,15,6.2401244391510255,0.4683318465655665,42,8968
global,global_in_73_trigger,,15,6.146617677145829,0.535236396074933,48,8968
global,global_in_51_trigger,,15,6.0502031783138825,0.5575379125780553,50,8968
global,global_in_74_trigger,,15,5.237478336194708,1.2042818911685995,108,8968
41,41_trigger,,16,1.0717657081364096,36.12845673505799,3240,8968
73,73_trigger,,16,0.26497642826837264,89.03880463871543,7985,8968
51,51_trigger,,16,0.1574903725248485,94.56958073148975,8481,8968
74,74_trigger,,16,0.08569349793021058,96.1864406779661,8626,8968
global,combine,,16,4.4981509144023315,2.8991971454058874,260,8968
global,global_in_41_trigger,,16,5.8287731144281505,0.7136485280999109,64,8968
global,global_in_73_trigger,,16,5.702847973349688,0.7247992863514718,65,8968
global,global_in_51_trigger,,16,5.56311150728646,0.8363068688670829,75,8968
global,global_in_74_trigger,,16,4.60227201114692,2.754237288135593,247,8968
41,41_trigger,,17,1.0419146690275072,41.42506690454951,3715,8968
73,73_trigger,,17,0.0759194459629899,97.11195361284567,8709,8968
51,51_trigger,,17,0.07766419377619938,97.29036574487066,8725,8968
74,74_trigger,,17,0.0805050592426628,96.56556645851919,8660,8968
global,combine,,17,4.742261128591491,1.9067796610169492,171,8968
global,global_in_41_trigger,,17,6.396842143239984,0.25646743978590547,23,8968
global,global_in_73_trigger,,17,6.2307820422217635,0.3345227475468332,30,8968
global,global_in_51_trigger,,17,6.058858249147059,0.3902765388046387,35,8968
global,global_in_74_trigger,,17,4.95293503717904,1.6614629794826048,149,8968
41,41_trigger,,18,0.897355524266436,52.30820695807314,4691,8968
73,73_trigger,,18,0.04991313596451315,97.93710972346119,8783,8968
51,51_trigger,,18,0.052644641709370235,97.82560214094559,8773,8968
74,74_trigger,,18,0.06624175502158898,97.03389830508475,8702,8968
global,combine,,18,3.298335944404568,8.206958073148975,736,8968
global,global_in_41_trigger,,18,5.5350492581206705,0.735950044603033,66,8968
global,global_in_73_trigger,,18,5.294259700043514,0.8920606601248885,80,8968
global,global_in_51_trigger,,18,5.014841782419305,1.1485280999107939,103,8968
global,global_in_74_trigger,,18,3.675848775841528,6.512042818911685,584,8968
41,41_trigger,,19,0.7208355051614045,59.879571810883135,5370,8968
73,73_trigger,,19,0.021871027767443887,99.1971454058876,8896,8968
51,51_trigger,,19,0.031518227040761855,98.77341659232827,8858,8968
74,74_trigger,,19,0.05905156459303757,97.41302408563783,8736,8968
global,combine,,19,2.8674524321713477,13.871543264942016,1244,8968
global,global_in_41_trigger,,19,5.727731155136884,0.6467439785905441,58,8968
global,global_in_73_trigger,,19,5.387864130719446,0.847457627118644,76,8968
global,global_in_51_trigger,,19,5.031744610295564,1.1485280999107939,103,8968
global,global_in_74_trigger,,19,3.4475107669404954,9.243978590544156,829,8968
41,41_trigger,,20,0.2957420017334311,88.9942016057092,7981,8968
73,73_trigger,,20,0.02843081969958892,98.84032114183765,8864,8968
51,51_trigger,,20,0.020215942697490694,99.13024085637824,8890,8968
74,74_trigger,,20,0.041334553884240954,98.05976806422836,8794,8968
global,combine,,20,2.3553184205990196,21.710526315789476,1947,8968
global,global_in_41_trigger,,20,5.825396332328177,0.5686886708296164,51,8968
global,global_in_73_trigger,,20,5.378122070663003,0.8586083853702051,77,8968
global,global_in_51_trigger,,20,4.936000483467789,1.3046387154326493,117,8968
global,global_in_74_trigger,,20,3.1822703618433303,11.998215878679751,1076,8968
41,41_trigger,,21,0.059242470666806046,98.17127564674398,8804,8968
73,73_trigger,,21,0.006418990083606344,99.74353256021409,8945,8968
51,51_trigger,,21,0.02553582284495693,99.04103479036574,8882,8968
74,74_trigger,,21,0.036788163734491945,98.37198929527207,8822,8968
global,combine,,21,1.5665775336504622,50.4014272970562,4520,8968
global,global_in_41_trigger,,21,5.952629512170933,0.6244424620874219,56,8968
global,global_in_73_trigger,,21,5.230274152372907,1.1819803746654773,106,8968
global,global_in_51_trigger,,21,4.616933711185506,2.408563782337199,216,8968
global,global_in_74_trigger,,21,2.6097625433388405,28.880463871543267,2590,8968
41,41_trigger,,22,0.022907588883476743,99.40900981266726,8915,8968
73,73_trigger,,22,0.006922130078904296,99.73238180196253,8944,8968
51,51_trigger,,22,0.011049766229210861,99.542818911686,8927,8968
74,74_trigger,,22,0.04617237546557002,98.05976806422836,8794,8968
global,combine,,22,1.3266213110363132,56.13291703835861,5034,8968
global,global_in_41_trigger,,22,6.588181847870935,0.3010704727921499,27,8968
global,global_in_73_trigger,,22,5.654304812786092,0.936663693131133,84,8968
global,global_in_51_trigger,,22,4.970531461496209,2.0628902765388046,185,8968
global,global_in_74_trigger,,22,2.695944089744901,27.34165923282783,2452,8968
41,41_trigger,,23,0.008460527686377279,99.9442462087422,8963,8968
73,73_trigger,,23,0.003338381212755224,99.87734165923283,8957,8968
51,51_trigger,,23,0.011824579976686424,99.53166815343444,8926,8968
74,74_trigger,,23,0.03951181720574184,98.26048171275646,8812,8968
global,combine,,23,0.6890667653530438,75.91436217662802,6808,8968
global,global_in_41_trigger,,23,5.896673204641487,0.7805530776092774,70,8968
global,global_in_73_trigger,,23,4.6237236468734535,2.832292595896521,254,8968
global,global_in_51_trigger,,23,3.826502819129338,6.333630686886709,568,8968
global,global_in_74_trigger,,23,1.9040299743334168,46.25334522747547,4148,8968
41,41_trigger,,24,0.00812924835828019,99.66547725245317,8938,8968
73,73_trigger,,24,0.0007464073996975873,99.97769848349688,8966,8968
51,51_trigger,,24,0.0066660648044911675,99.73238180196253,8944,8968
74,74_trigger,,24,0.011544819897794245,99.49821587867976,8923,8968
global,combine,,24,0.46005400273546804,84.81266726137378,7606,8968
global,global_in_41_trigger,,24,5.784537595685947,0.7917038358608386,71,8968
global,global_in_73_trigger,,24,4.146266801563573,4.884032114183764,438,8968
global,global_in_51_trigger,,24,3.345241418382507,10.236396074933095,918,8968
global,global_in_74_trigger,,24,1.6693099585098417,53.05530776092774,4758,8968
41,41_trigger,,25,0.004350307175578997,99.86619090098127,8956,8968
73,73_trigger,,25,0.00037360171087463497,99.98884924174844,8967,8968
51,51_trigger,,25,0.018695647813015043,99.25289919714541,8901,8968
74,74_trigger,,25,0.01872211495448335,99.1971454058876,8896,8968
global,combine,,25,0.3490972404354098,88.67082961641391,7952,8968
global,global_in_41_trigger,,25,5.865078071948144,0.7917038358608386,71,8968
global,global_in_73_trigger,,25,3.834215103995045,8.006244424620874,718,8968
global,global_in_51_trigger,,25,3.049173000345902,16.33586083853702,1465,8968
global,global_in_74_trigger,,25,1.5442804587302092,59.00981266726137,5292,8968
