model,trigger_name,trigger_value,epoch,average_loss,accuracy,correct_data,total_data
global,combine,,16,10.921206359454928,0.3010704727921499,27,8968
global,global_in_41_trigger,,16,11.303379700292338,0.211864406779661,19,8968
global,global_in_73_trigger,,16,11.267804150066665,0.22301516503122212,20,8968
global,global_in_51_trigger,,16,11.266633878532634,0.211864406779661,19,8968
global,global_in_74_trigger,,16,10.842576237048133,0.3010704727921499,27,8968
41,41_trigger,,17,1.2283082050898584,40.97903657448707,3675,8968
73,73_trigger,,17,0.8211404666849591,78.08876003568243,7003,8968
51,51_trigger,,17,0.6887678527917105,69.24620874219447,6210,8968
74,74_trigger,,17,0.15837612557229083,92.94157002676182,8335,8968
global,combine,,17,10.931695064405156,0.2676181980374665,24,8968
global,global_in_41_trigger,,17,11.30085106304349,0.1895628902765388,17,8968
global,global_in_73_trigger,,17,11.26602557979451,0.20071364852809992,18,8968
global,global_in_51_trigger,,17,11.26685074373189,0.1895628902765388,17,8968
global,global_in_74_trigger,,17,10.856255876709584,0.27876895628902765,25,8968
41,41_trigger,,18,0.7946673548189686,64.48483496877788,5783,8968
73,73_trigger,,18,0.9018573755669232,56.21097234611953,5041,8968
51,51_trigger,,18,0.6991620264236252,66.07939339875112,5926,8968
74,74_trigger,,18,0.186207743383193,91.72613737734166,8226,8968
global,combine,,18,10.429702122439028,0.32337198929527206,29,8968
global,global_in_41_trigger,,18,10.797067723031772,0.25646743978590547,23,8968
global,global_in_73_trigger,,18,10.763005541649171,0.27876895628902765,25,8968
global,global_in_51_trigger,,18,10.76091249280482,0.24531668153434436,22,8968
global,global_in_74_trigger,,18,10.359195176668193,0.31222123104371097,28,8968
41,41_trigger,,19,0.8468166718410659,59.70115967885816,5354,8968
73,73_trigger,,19,0.9138113417655203,58.184656556645855,5218,8968
51,51_trigger,,19,0.7745870257147075,62.56690454950936,5611,8968
74,74_trigger,,19,0.16944750078374737,92.58474576271186,8303,8968
global,combine,,19,10.324766622708378,0.32337198929527206,29,8968
global,global_in_41_trigger,,19,10.67577367335106,0.22301516503122212,20,8968
global,global_in_73_trigger,,19,10.645872733722724,0.25646743978590547,23,8968
global,global_in_51_trigger,,19,10.641232815520452,0.24531668153434436,22,8968
global,global_in_74_trigger,,19,10.258663123043172,0.3345227475468332,30,8968
41,41_trigger,,20,1.1346391210271034,48.528099910793934,4352,8968
73,73_trigger,,20,1.0140420334558207,44.75914362176628,4014,8968
51,51_trigger,,20,0.7326261230497675,65.96788581623551,5916,8968
74,74_trigger,,20,0.18280837809156883,91.99375557537913,8250,8968
global,combine,,20,10.202669142826023,0.35682426404995543,32,8968
global,global_in_41_trigger,,20,10.551874602298243,0.27876895628902765,25,8968
global,global_in_73_trigger,,20,10.521976474350208,0.27876895628902765,25,8968
global,global_in_51_trigger,,20,10.519192462941561,0.28991971454058874,26,8968
global,global_in_74_trigger,,20,10.141402095689186,0.3791257805530776,34,8968
41,41_trigger,,21,0.8307544777267858,64.40677966101694,5776,8968
73,73_trigger,,21,1.0036170082789888,46.56556645851918,4176,8968
51,51_trigger,,21,0.78294605883395,62.176628010704725,5576,8968
74,74_trigger,,21,0.1632813884744572,92.94157002676182,8335,8968
global,combine,,21,10.069573168452566,0.31222123104371097,28,8968
global,global_in_41_trigger,,21,10.39894994979028,0.24531668153434436,22,8968
global,global_in_73_trigger,,21,10.372166571502277,0.25646743978590547,23,8968
global,global_in_51_trigger,,21,10.369338118104825,0.2676181980374665,24,8968
global,global_in_74_trigger,,21,10.007493828153313,0.31222123104371097,28,8968
41,41_trigger,,22,0.9520702257845468,51.34924174843889,4605,8968
73,73_trigger,,22,0.8770748409280599,64.79705619982158,5811,8968
51,51_trigger,,22,0.6062377870986762,76.53880463871543,6864,8968
74,74_trigger,,22,0.15450201735870844,93.18688670829617,8357,8968
global,combine,,22,9.765264055964991,0.45718108831400533,41,8968
global,global_in_41_trigger,,22,10.10519700301321,0.32337198929527206,29,8968
global,global_in_73_trigger,,22,10.075797472331908,0.32337198929527206,29,8968
global,global_in_51_trigger,,22,10.074206649991256,0.3345227475468332,30,8968
global,global_in_74_trigger,,22,9.710553790287287,0.4683318465655665,42,8968
41,41_trigger,,23,0.9008009054637401,58.206958073148975,5220,8968
73,73_trigger,,23,0.993305553398847,55.74264049955397,4999,8968
51,51_trigger,,23,0.8668014607612412,54.73907225691347,4909,8968
74,74_trigger,,23,0.1749291013158612,91.98260481712757,8249,8968
global,combine,,23,9.805510125343126,0.423728813559322,38,8968
global,global_in_41_trigger,,23,10.128863892738146,0.31222123104371097,28,8968
global,global_in_73_trigger,,23,10.103341510953062,0.31222123104371097,28,8968
global,global_in_51_trigger,,23,10.102385619620359,0.32337198929527206,29,8968
global,global_in_74_trigger,,23,9.74978744760355,0.4348795718108831,39,8968
41,41_trigger,,24,0.877747671610537,60.55976806422837,5431,8968
73,73_trigger,,24,0.9848256281292087,47.70294380017841,4278,8968
51,51_trigger,,24,0.6889380904630718,78.24487065120428,7017,8968
74,74_trigger,,24,0.1759491905928934,91.50312221231044,8206,8968
global,combine,,24,9.923806342772348,0.3902765388046387,35,8968
global,global_in_41_trigger,,24,10.256007753452161,0.31222123104371097,28,8968
global,global_in_73_trigger,,24,10.23202483341377,0.28991971454058874,26,8968
global,global_in_51_trigger,,24,10.230051453256054,0.32337198929527206,29,8968
global,global_in_74_trigger,,24,9.86949769648774,0.3902765388046387,35,8968
41,41_trigger,,25,0.8174509099293351,67.18331846565566,6025,8968
73,73_trigger,,25,0.9068748562278544,56.33363068688671,5052,8968
51,51_trigger,,25,0.7955039728442863,58.79794826048171,5273,8968
74,74_trigger,,25,0.1717022831130517,92.95272078501338,8336,8968
global,combine,,25,9.565247403841589,0.524085637823372,47,8968
global,global_in_41_trigger,,25,9.904660372091765,0.412578055307761,37,8968
global,global_in_73_trigger,,25,9.8824688548174,0.412578055307761,37,8968
global,global_in_51_trigger,,25,9.877366661493742,0.412578055307761,37,8968
global,global_in_74_trigger,,25,9.515264860760624,0.5463871543264942,49,8968
41,41_trigger,,26,0.9227886579591817,60.66012488849242,5440,8968
73,73_trigger,,26,0.8923066712510469,52.007136485281,4664,8968
51,51_trigger,,26,0.7483795888715297,62.83452274754683,5635,8968
74,74_trigger,,26,0.18878915731152926,91.14629794826048,8174,8968
global,combine,,26,9.780145439263649,0.5798394290811775,52,8968
global,global_in_41_trigger,,26,10.127622316821572,0.44603033006244425,40,8968
global,global_in_73_trigger,,26,10.108111407903557,0.4348795718108831,39,8968
global,global_in_51_trigger,,26,10.1008938900814,0.44603033006244425,40,8968
global,global_in_74_trigger,,26,9.733518786774907,0.6021409455842998,54,8968
